id,protocal_desc,version,name,type,size,desc,alias
10207,GW77-1500,1,故障参数文件版本号,float,4,WMAN_errdef_file_info,
10207,GW77-1500,1,停机模式字,float,4,WMAN_stop_mode_word,
10207,GW77-1500,1,有效加速度(g),float,4,WNAC_AccEfct,
10207,GW77-1500,1,x方向加速度(g),float,4,WNAC_AccX,
10207,GW77-1500,1,y方向加速度(g),float,4,WNAC_AccY,
10207,GW77-1500,1,最大机舱加速度(g),float,4,WNAC_Acc_MAX_,
10207,GW77-1500,1,平均环境温度(度),float,4,WNAC_ExlTmp_instMag_f_AVG_,
10207,GW77-1500,1,最高环境温度(度),float,4,WNAC_ExlTmp_instMag_f_MAX_,
10207,GW77-1500,1,最低环境温度(度),float,4,WNAC_ExlTmp_instMag_f_MIN_,
10207,GW77-1500,1,最高机舱温度(度),float,4,WNAC_IntTmp_instMag_f_MAX_,
10207,GW77-1500,1,最大瞬时加速度(g),float,4,WNAC_Nacell_Offest_Max_f,
10207,GW77-1500,1,机舱位置(deg),float,4,WNAC_Necall_Position_f_AVG_,
10207,GW77-1500,1,Topbox温度(度),float,4,WNAC_TopBoxTmp,
10207,GW77-1500,1,最高Topbox温度(度),float,4,WNAC_TopBoxTmp_MAX_,
10207,GW77-1500,1,塔底环境温度(度),float,4,WNAC_TwBsTmp,
10207,GW77-1500,1,平均风速m/s),float,4,WNAC_WSpd_InstMag_f_AVG_,
10207,GW77-1500,1,最大风速m/s),float,4,WNAC_WSpd_InstMag_f_MAX_,
10207,GW77-1500,1,最小风速m/s),float,4,WNAC_WSpd_InstMag_f_MIN_,
10207,GW77-1500,1,25秒平均风向角(deg),float,4,WNAC_Wdir_InstMag_f,
10207,GW77-1500,1,超级电容1高电压(V),float,4,WROT_CptVolHigh_Bl1,
10207,GW77-1500,1,超级电容2高电压(V),float,4,WROT_CptVolHigh_Bl2,
10207,GW77-1500,1,超级电容3高电压(V),float,4,WROT_CptVolHigh_Bl3,
10207,GW77-1500,1,超级电容1低电压(V),float,4,WROT_CptVolLow_Bl1,
10207,GW77-1500,1,超级电容2低电压(V),float,4,WROT_CptVolLow_Bl2,
10207,GW77-1500,1,超级电容3低电压(V),float,4,WROT_CptVolLow_Bl3,
10207,GW77-1500,1,IGBT柜温度(度),float,4,WROT_IGBT_cabinet_temp1,
10207,GW77-1500,1,IGBT柜温度(度),float,4,WROT_IGBT_cabinet_temp2,
10207,GW77-1500,1,平均桨叶角度(deg),float,4,WROT_PtAngVal_Bl_AVG_,
10207,GW77-1500,1,最大桨叶角度(deg),float,4,WROT_PtAngVal_Bl_MAX_,
10207,GW77-1500,1,最小桨叶角度(deg),float,4,WROT_PtAngVal_Bl_MIN_,
10207,GW77-1500,1,电容柜温度(度),float,4,WROT_PtCbBoxTmp_Bl1,
10207,GW77-1500,1,电容柜温度(度),float,4,WROT_PtCbBoxTmp_Bl2,
10207,GW77-1500,1,电容柜温度(度),float,4,WROT_PtCbBoxTmp_Bl3,
10207,GW77-1500,1,变桨柜温度(度),float,4,WROT_PtCbTmp_Bl1,
10207,GW77-1500,1,最高变桨柜1的柜体温度(度),float,4,WROT_PtCbTmp_Bl1_MAX_,
10207,GW77-1500,1,变桨柜温度(度),float,4,WROT_PtCbTmp_Bl2,
10207,GW77-1500,1,最高变桨柜2的柜体温度(度),float,4,WROT_PtCbTmp_Bl2_MAX_,
10207,GW77-1500,1,变桨柜温度(度),float,4,WROT_PtCbTmp_Bl3,
10207,GW77-1500,1,最高变桨柜3的柜体温度(度),float,4,WROT_PtCbTmp_Bl3_MAX_,
10207,GW77-1500,1,变桨逆变器温度(度),float,4,WROT_PtCnvTmp_Bl1,
10207,GW77-1500,1,最高变桨逆变器的温度(度),float,4,WROT_PtCnvTmp_Bl1_MAX_,
10207,GW77-1500,1,变桨逆变器温度(度),float,4,WROT_PtCnvTmp_Bl2,
10207,GW77-1500,1,最高变桨逆变器的温度(度),float,4,WROT_PtCnvTmp_Bl2_MAX_,
10207,GW77-1500,1,变桨逆变器温度(度),float,4,WROT_PtCnvTmp_Bl3,
10207,GW77-1500,1,最高变桨逆变器的温度(度),float,4,WROT_PtCnvTmp_Bl3_MAX_,
10207,GW77-1500,1,变桨电容1温度(度),float,4,WROT_PtCptTmp_Bl1,
10207,GW77-1500,1,最高变桨柜1的电容温度(度),float,4,WROT_PtCptTmp_Bl1_MAX_,
10207,GW77-1500,1,变桨电容2温度(度),float,4,WROT_PtCptTmp_Bl2,
10207,GW77-1500,1,最高变桨柜2的电容温度(度),float,4,WROT_PtCptTmp_Bl2_MAX_,
10207,GW77-1500,1,变桨电容3温度(度),float,4,WROT_PtCptTmp_Bl3,
10207,GW77-1500,1,最高变桨柜3的电容温度(度),float,4,WROT_PtCptTmp_Bl3_MAX_,
10207,GW77-1500,1,主旋编1角度(deg),float,4,WROT_PtEncode_Posi1,
10207,GW77-1500,1,主旋编2角度(deg),float,4,WROT_PtEncode_Posi2,
10207,GW77-1500,1,主旋编3角度(deg),float,4,WROT_PtEncode_Posi3,
10207,GW77-1500,1,副旋编1角度(deg),float,4,WROT_PtEncodeRedu_Posi1,
10207,GW77-1500,1,副旋编2角度(deg),float,4,WROT_PtEncodeRedu_Posi2,
10207,GW77-1500,1,副旋编3角度(deg),float,4,WROT_PtEncodeRedu_Posi3,
10207,GW77-1500,1,变桨1故障字1,float,4,WROT_PtErr1_Bl1,
10207,GW77-1500,1,变桨2故障字1,float,4,WROT_PtErr1_Bl2,
10207,GW77-1500,1,变桨3故障字1,float,4,WROT_PtErr1_Bl3,
10207,GW77-1500,1,变桨1故障字2,float,4,WROT_PtErr2_Bl1,
10207,GW77-1500,1,变桨2故障字2,float,4,WROT_PtErr2_Bl2,
10207,GW77-1500,1,变桨3故障字2,float,4,WROT_PtErr2_Bl3,
10207,GW77-1500,1,变桨电机1温度(度),float,4,WROT_PtMotorTmp_Bl1,
10207,GW77-1500,1,最高变桨电机1温度(度),float,4,WROT_PtMotorTmp_Bl1_MAX_,
10207,GW77-1500,1,变桨电机2温度(度),float,4,WROT_PtMotorTmp_Bl2,
10207,GW77-1500,1,最高变桨电机2温度(度),float,4,WROT_PtMotorTmp_Bl2_MAX_,
10207,GW77-1500,1,变桨电机3温度(度),float,4,WROT_PtMotorTmp_Bl3,
10207,GW77-1500,1,最高变桨电机3温度(度),float,4,WROT_PtMotorTmp_Bl3_MAX_,
10207,GW77-1500,1,1#变浆电机电流(A),float,4,WROT_PtMotorcurrent_Bl1,
10207,GW77-1500,1,2#变浆电机电流(A),float,4,WROT_PtMotorcurrent_Bl2,
10207,GW77-1500,1,3#变浆电机电流(A),float,4,WROT_PtMotorcurrent_Bl3,
10207,GW77-1500,1,NG51充电器直流电流(A),float,4,WROT_PtPwSupDCLow_Bl1,
10207,GW77-1500,1,NG52充电器直流电流(A),float,4,WROT_PtPwSupDCLow_Bl2,
10207,GW77-1500,1,NG53充电器直流电流(A),float,4,WROT_PtPwSupDCLow_Bl3,
10207,GW77-1500,1,1#变桨速率(deg/s),float,4,WROT_PtSpeed_Bl1,
10207,GW77-1500,1,2#变桨速率(deg/s),float,4,WROT_PtSpeed_Bl2,
10207,GW77-1500,1,3#变桨速率(deg/s),float,4,WROT_PtSpeed_Bl3,
10207,GW77-1500,1,NG51温度(度),float,4,WROT_PtTurnOnTmp_Bl1,
10207,GW77-1500,1,NG52温度(度),float,4,WROT_PtTurnOnTmp_Bl2,
10207,GW77-1500,1,NG53温度(度),float,4,WROT_PtTurnOnTmp_Bl3,
10207,GW77-1500,1,平均电机转速RPM),float,4,WROT_RotSpd_InstMag_i_AVG_,
10207,GW77-1500,1,最大电机转速RPM),float,4,WROT_RotSpd_InstMag_i_MAX_,
10207,GW77-1500,1,最小电机转速RPM),float,4,WROT_RotSpd_InstMag_i_MIN_,
10207,GW77-1500,1,叶轮转速2（接近开关2＿RPM),float,4,WROT_RotSpd_InstMag_2_i,
10207,GW77-1500,1,叶片1速度(deg/s),float,4,WROT_Vane1_Speed,
10207,GW77-1500,1,叶片2速度(deg/s),float,4,WROT_Vane2_Speed,
10207,GW77-1500,1,叶片3速度(deg/s),float,4,WROT_Vane3_Speed,
10207,GW77-1500,1,箱变低压侧B相电流(A),float,4,WTRF_LowVol_A_phsB_InstCVal_mag_f,
10207,GW77-1500,1,箱变低压侧相电压Ua(V),float,4,WTRF_LowVol_PPV_phsAB_InstCVal_mag_f,
10207,GW77-1500,1,箱变低压侧相电压Uc(V),float,4,WTRF_LowVol_PPV_phsAC_InstCVal_mag_f,
10207,GW77-1500,1,箱变低压侧相电压Ub(V),float,4,WTRF_LowVol_PPV_phsBC_InstCVal_mag_f,
10207,GW77-1500,1,箱变A相绕组温度(度),float,4,WTRF_phsATmp_InstCVal_mag_f,
10207,GW77-1500,1,箱变B相绕组温度(度),float,4,WTRF_phsBTmp_InstCVal_mag_f,
10207,GW77-1500,1,箱变C相绕组温度(度),float,4,WTRF_phsCTmp_InstCVal_mag_f,
10207,GW77-1500,1,电网故障时间,float,4,WTUR_CTim_Wt_F32_Fault,
10207,GW77-1500,1,GH风可利用并发电时间,float,4,WTUR_CTim_Wt_F32_WindElec,
10207,GW77-1500,1,切出风速以上时间,float,4,WTUR_CTim_Wt_F32_WindHigh,
10207,GW77-1500,1,切入风速以下时间,float,4,WTUR_CTim_Wt_F32_WindLow,
10207,GW77-1500,1,GH风可利用时间,float,4,WTUR_CTim_Wt_F32_WindValid,
10207,GW77-1500,1,电容风扇速度设置(RPM),float,4,WTUR_Capacitor_cooling_fan_speed_setpoint,
10207,GW77-1500,1,网侧电抗器1温度(度),float,4,WTUR_Converter_AC_inductor1_temperature,
10207,GW77-1500,1,网侧电抗器2温度(度),float,4,WTUR_Converter_AC_inductor2_temperature,
10207,GW77-1500,1,控制柜温度(度),float,4,WTUR_CtlCabTmp,
10207,GW77-1500,1,最高控制柜温度(度),float,4,WTUR_CtlCabTmp_MAX_,
10207,GW77-1500,1,当前故障数量,float,4,WTUR_ErrorCode_No,
10207,GW77-1500,1,警告信息,float,4,WTUR_Flt_Alarm,
10207,GW77-1500,1,第一条故障故障号,float,4,WTUR_Flt_Main,
10207,GW77-1500,1,故障,float,4,WTUR_Flt_actsp,
10207,GW77-1500,1,IGBT1风扇速度设置(RPM),float,4,WTUR_Igbt1_fan_speed_set,
10207,GW77-1500,1,IGBT2风扇速度设置(RPM),float,4,WTUR_Igbt2_fan_speed_set,
10207,GW77-1500,1,LVD控制柜柜体温度(度),float,4,WTUR_LVD_CtlCabTmp,
10207,GW77-1500,1,平均有功功率(kW),float,4,WTUR_PwrAt_InstMag_f_AVG_,
10207,GW77-1500,1,最大有功功率kW),float,4,WTUR_PwrAt_InstMag_f_MAX_,
10207,GW77-1500,1,最小有功功率kW),float,4,WTUR_PwrAt_InstMag_f_MIN_,
10207,GW77-1500,1,变流器有功功率kW),float,4,WTUR_PwrAt_InstMag_gen,
10207,GW77-1500,1,理论有功功率,float,4,WTUR_PwrAt_Ra_F32_Theory,
10207,GW77-1500,1,自启动计数(次),float,4,WTUR_StrCnt,
10207,GW77-1500,1,自启动倒计时(s),float,4,WTUR_StrMaxCnt,
10207,GW77-1500,1,10#DP故障信息,float,4,WTUR_Sub10_Dp_actsp,
10207,GW77-1500,1,11#DP故障信息,float,4,WTUR_Sub11_Dp_actsp,
10207,GW77-1500,1,20#DP故障信息,float,4,WTUR_Sub20_Dp_actsp,
10207,GW77-1500,1,41#DP故障信息,float,4,WTUR_Sub41_Dp_actsp,
10207,GW77-1500,1,42#DP故障信息,float,4,WTUR_Sub42_Dp_actsp,
10207,GW77-1500,1,43#DP故障信息,float,4,WTUR_Sub43_Dp_actsp,
10207,GW77-1500,1,6#DP故障信息,float,4,WTUR_Sub6_Dp_actsp,
10207,GW77-1500,1,8#DP故障信息,float,4,WTUR_Sub8_Dp_actsp,
10207,GW77-1500,1,十分钟统计量,float,4,WTUR_TenMinStat,
10207,GW77-1500,1,故障时间(h),float,4,WTUR_TmExFlt_actTmVal,
10207,GW77-1500,1,偏航速度(deg/s),float,4,WTUR_Yaw_Speed,
10207,GW77-1500,1,塔底进风口温度(度),float,4,WTUR_air_input_temp,
10207,GW77-1500,1,塔底主控开温度(度),float,4,WTUR_tower_base_main_switch_temp,
10207,GW77-1500,1,电抗器风扇速度设置(RPM),float,4,WTUR_tower_cooling_fan_speed_set,
10207,GW77-1500,1,偏航润滑时间,float,4,WYAW_LubTime,
10207,GW77-1500,1,解缆日期,float,4,WYAW_UntwDate,
10207,GW77-1500,1,偏航电机1工作时间(h),float,4,WYAW_WkHours_Mt1,
10207,GW77-1500,1,偏航电机2工作时间(h),float,4,WYAW_WkHours_Mt2,
10207,GW77-1500,1,偏航电机3工作时间(h),float,4,WYAW_WkHours_Mt3,
10207,GW77-1500,1,初始化,bool,1,s0,
10207,GW77-1500,1,待机,bool,1,s3,
10207,GW77-1500,1,启动,bool,1,s4,
10207,GW77-1500,1,发电,bool,1,s5,
10207,GW77-1500,1,维修,bool,1,s9,
10207,GW77-1500,1,待机,bool,1,s10,
10207,GW77-1500,1,故障停机,bool,1,s11,
10207,GW77-1500,1,系统正常,bool,1,f0,
10207,GW77-1500,1,系统正常,bool,1,f100,
10207,GW77-1500,1,保留,bool,1,f101,
10207,GW77-1500,1,保留,bool,1,f102,
10207,GW77-1500,1,保留,bool,1,f103,
10207,GW77-1500,1,保留,bool,1,f104,
10207,GW77-1500,1,10#子站电源故障,bool,1,f105,
10207,GW77-1500,1,11#子站电源故障,bool,1,f106,
10207,GW77-1500,1,20#子站电源故障,bool,1,f107,
10207,GW77-1500,1,8#子站电源故障,bool,1,f108,
10207,GW77-1500,1,10#子站熔断器故障,bool,1,f109,
10207,GW77-1500,1,机舱温度低,bool,1,f10,
10207,GW77-1500,1,11#子站熔断器故障,bool,1,f110,
10207,GW77-1500,1,20#子站熔断器故障,bool,1,f111,
10207,GW77-1500,1,8#子站熔断器故障,bool,1,f112,
10207,GW77-1500,1,保留,bool,1,f113,
10207,GW77-1500,1,保留,bool,1,f114,
10207,GW77-1500,1,10子站总线故障,bool,1,f115,
10207,GW77-1500,1,11子站总线故障,bool,1,f116,
10207,GW77-1500,1,20子站总线故障,bool,1,f117,
10207,GW77-1500,1,8子站总线故障,bool,1,f118,
10207,GW77-1500,1,6子站总线故障,bool,1,f119,
10207,GW77-1500,1,低压电气柜温度高,bool,1,f11,
10207,GW77-1500,1,41子站总线故障,bool,1,f120,
10207,GW77-1500,1,42子站总线故障,bool,1,f121,
10207,GW77-1500,1,43子站总线故障,bool,1,f122,
10207,GW77-1500,1,51子站总线故障,bool,1,f123,
10207,GW77-1500,1,52子站总线故障,bool,1,f124,
10207,GW77-1500,1,53子站总线故障,bool,1,f125,
10207,GW77-1500,1,18子站总线故障,bool,1,f126,
10207,GW77-1500,1,保留,bool,1,f127,
10207,GW77-1500,1,保留,bool,1,f128,
10207,GW77-1500,1,保留,bool,1,f129,
10207,GW77-1500,1,低压电气柜温度低,bool,1,f12,
10207,GW77-1500,1,风速仪故障,bool,1,f130,
10207,GW77-1500,1,风向标故障,bool,1,f131,
10207,GW77-1500,1,风速转速不匹配故障,bool,1,f132,
10207,GW77-1500,1,风速功率不匹配故障,bool,1,f133,
10207,GW77-1500,1,保留,bool,1,f134,
10207,GW77-1500,1,航空灯警告,bool,1,f135,
10207,GW77-1500,1,航空灯故障,bool,1,f136,
10207,GW77-1500,1,保留,bool,1,f137,
10207,GW77-1500,1,自启动次数超限故障,bool,1,f138,
10207,GW77-1500,1,保留,bool,1,f139,
10207,GW77-1500,1,塔底进气口温度高,bool,1,f13,
10207,GW77-1500,1,控制策略低能故障,bool,1,f140,
10207,GW77-1500,1,保留,bool,1,f141,
10207,GW77-1500,1,初始化未完成,bool,1,f142,
10207,GW77-1500,1,初始化文件版本错误,bool,1,f143,
10207,GW77-1500,1,停机过程故障1,bool,1,f144,
10207,GW77-1500,1,停机过程故障2,bool,1,f145,
10207,GW77-1500,1,保留,bool,1,f146,
10207,GW77-1500,1,CPU资源不足1,bool,1,f147,
10207,GW77-1500,1,CPU资源不足2,bool,1,f148,
10207,GW77-1500,1,CPU_ads故障,bool,1,f149,
10207,GW77-1500,1,塔底进气口温度低,bool,1,f14,
10207,GW77-1500,1,保留,bool,1,f150,
10207,GW77-1500,1,机舱除湿机警告,bool,1,f151,
10207,GW77-1500,1,塔底除湿机警告,bool,1,f152,
10207,GW77-1500,1,保留,bool,1,f153,
10207,GW77-1500,1,机舱烟雾故障,bool,1,f154,
10207,GW77-1500,1,保留,bool,1,f155,
10207,GW77-1500,1,保留,bool,1,f156,
10207,GW77-1500,1,1#变桨最小角度超限,bool,1,f157,
10207,GW77-1500,1,2#变桨最小角度超限,bool,1,f158,
10207,GW77-1500,1,3#变桨最小角度超限,bool,1,f159,
10207,GW77-1500,1,环境温度高,bool,1,f15,
10207,GW77-1500,1,1#变桨软件不匹酿,bool,1,f160,
10207,GW77-1500,1,2#变桨软件不匹酿,bool,1,f161,
